#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
974,Logan Gillaspie,670810,670810,22461,11380,*05y17*,SD,RP,RP,Gillaspie,Logan,Gillaspie,Logan
975,Livan Soto,670869,670869,22471,10275,*04am3*,BAL,SS,SS,Soto,Livan,Soto,Livan
976,Yunior Severino,670870,670870,sa3003185,10368,*04ahd*,MIN,3B,3B,Severino,Yunior,Severino,Yunior
977,Guillo Zuniga,670871,670871,19588,11737,*04y6o*,PHI,RP,RP,Zuniga,Guillo,Zuñiga,Guillo
978,Johan Oviedo,670912,670912,22487,10892,*04674*,PIT,SP,SP,Oviedo,Johan,Oviedo,Johan
979,Trevor Richards,670950,670950,19309,9951,*04coa*,FA,RP,RP,Richards,Trevor,,
980,Edwin Uceta,670955,670955,20539,11060,*04tji*,TB,RP,RP,Uceta,Edwin,Uceta,Edwin
981,Adrian Morejon,670970,670970,20039,10123,*043ia*,SD,RP,RP,Morejon,Adrian,Morejon,Adrian
982,Yohan Ramirez,670990,670990,19444,10796,*04ddz*,PIT,RP,RP,Ramirez,Yohan,Ramírez,Yohan
983,Ivan Herrera,671056,671056,20599,10220,*04hyc*,STL,C,C,Herrera,Ivan,Herrera,Iván
984,Buddy Kennedy,671083,671083,22505,10382,*04egt*,PHI,3B,3B,Kennedy,Buddy,Kennedy,Buddy
985,Andrew Abbott,671096,671096,29911,11802,*05jq2*,CIN,SP,SP,Abbott,Andrew,Abbott,Andrew
986,Logan Allen,671106,671106,27589,11412,*05jp3*,CLE,SP,SP,Allen,Logan,Allen,Logan
987,Jake Eder,671109,671109,27590,11238,*05gwt*,CHW,SP,SP,Eder,Jake,Eder,Jake
988,Jackson Rutledge,671131,671131,26215,10977,*04yte*,WSH,SP,SP,Rutledge,Jackson,Rutledge,Jackson
989,Tyler Keenan,671157,671157,,10867,*05jps*,TOR,3B,3B,Keenan,Tyler,Keenan,Tyler
990,Connor Thomas,671162,671162,sa3010784,11430,*0513x*,MIL,RP,RP,Thomas,Connor,Thomas,Connor
991,Joe Boyle,671212,671212,29608,11868,*05jpk*,TB,RP,RP,Boyle,Joe,Boyle,Joe
992,Triston Casas,671213,671213,22514,10355,*04de1*,BOS,1B,1B,Casas,Triston,Casas,Triston
993,Heliot Ramos,671218,671218,22515,10213,*04ee8*,SF,OF,OF,Ramos,Heliot,Ramos,Heliot
994,Drew Waters,671221,671221,20505,10188,*04eer*,KC,OF,OF,Waters,Drew,Waters,Drew
995,Jeisson Rosario,671271,671271,sa3004146,10233,,OAK,OF,OF,Rosario,Jeisson,Rosario,Jeisson
996,Luis Garcia,671277,671277,20391,10279,*0414g*,WSH,2B,2B,Garcia,Luis,García Jr.,Luis
997,Johnathan Rodriguez,671286,671286,22530,10247,*04gdw*,CLE,OF,OF,Rodriguez,Johnathan,Rodriguez,Johnathan
998,Tyler Freeman,671289,671289,22532,10356,*04efc*,CLE,OF,OF,Freeman,Tyler,Freeman,Tyler
999,Michel Otanez,671305,671305,22533,12102,*057p2*,OAK,RP,RP,Otanez,Michel,Otañez,Michel
1000,Jason Foley,671345,671345,19531,11127,*04aoq*,DET,RP,RP,Foley,Jason,Foley,Jason
1001,George Valera,671655,671655,sa3006872,10205,*04fqi*,CLE,OF,OF,Valera,George,Valera,George
1002,Lawrence Butler,671732,671732,22542,11649,*04prt*,OAK,OF,OF,Butler,Lawrence,Butler,Lawrence
1003,Taj Bradley,671737,671737,22543,11588,*04pr8*,TB,SP,SP,Bradley,Taj,Bradley,Taj
1004,Michael Harris II,671739,671739,25931,11065,*0512v*,ATL,OF,OF,Harris II,Michael,Harris II,Michael
1005,Damiano Palmegiani,671913,671913,sa3017326,11946,*05wbq*,TOR,3B,3B,Palmegiani,Damiano,Palmegiani,Damiano
1006,Cade Smith,671922,671922,27867,11982,*04eor*,CLE,RP,RP,Smith,Cade,Smith,Cade
1007,Tyler Black,672012,672012,29949,11890,*05u2u*,MIL,DH,3B,Black,Tyler,Black,Tyler
1008,Denzel Clarke,672016,672016,sa3017426,12241,*05unf*,OAK,OF,OF,Clarke,Denzel,Clarke,Denzel
1009,Eric Pardinho,672078,672078,sa968102,10192,*04ecd*,TOR,SP,SP,Pardinho,Eric,Pardinho,Eric
1010,Patrick Bailey,672275,672275,27478,11102,*04yuu*,SF,C,C,Bailey,Patrick,Bailey,Patrick
1011,Michael Siani,672279,672279,22557,10292,,STL,OF,OF,Siani,Michael,Siani,Michael
1012,Reid Detmers,672282,672282,27468,10915,*0596g*,LAA,SP,SP,Detmers,Reid,Detmers,Reid
1013,Jarred Kelenic,672284,672284,22558,10230,*04ggr*,ATL,OF,OF,Kelenic,Jarred,Kelenic,Jarred
1014,Cionel Perez,672335,672335,19614,9869,*03zo6*,BAL,RP,RP,Perez,Cionel,Pérez,Cionel
1015,Gabriel Arias,672356,672356,22563,10200,*0414h*,CLE,3B,3B,Arias,Gabriel,Arias,Gabriel
1016,Tirso Ornelas,672359,672359,sa3004048,10343,*04aov*,SD,OF,OF,Ornelas,Tirso,Ornelas,Tirso
1017,Alejandro Kirk,672386,672386,22581,10851,*04t3y*,TOR,C,C,Kirk,Alejandro,Kirk,Alejandro
1018,Kaleb Ort,672391,672391,20061,11286,*05rfn*,HOU,RP,RP,Ort,Kaleb,Ort,Kaleb
1019,Keider Montero,672456,672456,22630,11961,*05a1v*,DET,SP,SP,Montero,Keider,Montero,Keider
1020,Jordan Diaz,672478,672478,22650,11340,*04yub*,OAK,DH,1B/2B/ 3B,Diaz,Jordan,Diaz,Jordan
1021,Helcris Olivarez,672487,672487,sa3002965,11083,*04yjb*,BOS,SP,SP,Olivarez,Helcris,Olivarez,Helcris
1022,Gabriel Moreno,672515,672515,22664,11117,*04s1g*,ARI,C,C,Moreno,Gabriel,Moreno,Gabriel
1023,Jhon Torres,672536,672536,,10240,*04tpy*,STL,OF,OF,Torres,Jhon,Torres,Jhon
1024,Gustavo Campero,672569,672569,22707,12185,*06dpu*,LAA,C,C,Campero,Gustavo,Campero,Gustavo
1025,Carlos Hernandez,672578,672578,22713,10156,*04n0k*,KC,RP,RP,Hernandez,Carlos,Hernández,Carlos
1026,Maikel Garcia,672580,672580,22715,11387,*05g3x*,KC,2B/3B,2B/SS/ 3B,Garcia,Maikel,Garcia,Maikel
1027,Angel Zerpa,672582,672582,22717,11172,*05qzx*,KC,RP,RP,Zerpa,Angel,Zerpa,Angel
1028,Gerardo Carrillo,672629,672629,sa3002790,11054,*04qnh*,TEX,RP,RP,Carrillo,Gerardo,Carrillo,Gerardo
1029,Otto Lopez,672640,672640,19608,10422,*04tjl*,MIA,2B,2B,Lopez,Otto,Lopez,Otto
1030,Geraldo Perdomo,672695,672695,22799,10397,*04pbq*,ARI,SS,SS,Perdomo,Geraldo,Perdomo,Geraldo
1031,Jose Devers,672701,672701,20540,10837,*04mkz*,ATL,SS,2B/SS,Devers,Jose,Devers,José
1032,Roansy Contreras,672710,672710,22810,10426,*04b3a*,CIN,RP,RP,Contreras,Roansy,Contreras,Roansy
1033,Oswald Peraza,672724,672724,22823,11156,*04g7n*,NYY,3B,2B/3B,Peraza,Oswald,Peraza,Oswald
1034,Alexander Canario,672744,672744,22842,10129,*04hi6*,CHC,OF,OF,Canario,Alexander,Canario,Alexander
1035,Wenceel Perez,672761,672761,22857,10434,*04an8*,DET,OF,OF,Perez,Wenceel,Pérez,Wenceel
1036,Yoendrys Gomez,672782,672782,22872,11157,*04xne*,NYY,RP,RP,Gomez,Yoendrys,Gómez,Yoendrys
1037,Jairo Solis,672810,672810,sa3003037,11167,*04k5y*,HOU,SP,SP,Solis,Jairo,Solis,Jairo
1038,Lenyn Sosa,672820,672820,22896,11501,*04llv*,CHW,2B/3B,2B/3B,Sosa,Lenyn,Sosa,Lenyn
1039,Carlos Vargas,672841,672841,22915,10158,*04rhl*,SEA,RP,RP,Vargas,Carlos,Vargas,Carlos
1040,Joan Adon,672851,672851,22925,10968,*04ywo*,WSH,RP,RP,Adon,Joan,Adon,Joan
1041,Prelander Berroa,672860,672860,22932,11635,*0509b*,CHW,RP,RP,Berroa,Prelander,Berroa,Prelander
1042,Yainer Diaz,673237,673237,23003,11559,*0524l*,HOU,C,C/1B,Diaz,Yainer,Diaz,Yainer
1043,Luis Robert Jr.,673357,673357,20043,9958,*047l7*,CHW,OF,OF,Robert Jr.,Luis,Robert Jr.,Luis
1044,Dedniel Nunez,673380,673380,23055,11195,*050vo*,NYM,RP,RP,Nunez,Dedniel,Núñez,Dedniel
1045,Ha-Seong Kim,673490,673490,27506,11147,*05ajg*,FA,SS,SS,Kim,Ha-Seong,,
1046,Yuki Matsui,673513,673513,33826,11928,*0689r*,SD,RP,RP,Matsui,Yuki,Matsui,Yuki
1047,Victor Mesa,673516,673516,sa3008602,10840,,MIA,OF,OF,Mesa,Victor,,
1048,Kodai Senga,673540,673540,31838,11182,*04a2t*,NYM,SP,SP,Senga,Kodai,Senga,Kodai
1049,Seiya Suzuki,673548,673548,30116,11305,*04b02*,CHC,OF,OF,Suzuki,Seiya,Suzuki,Seiya
1050,Vaun Brown,673901,673901,sa3017282,11752,*05y6h*,SF,OF,OF,Brown,Vaun,Brown,Vaun
1051,Jordan Leasure,673929,673929,29950,12028,*0614c*,CHW,RP,RP,Leasure,Jordan,Leasure,Jordan
1052,Josh Jung,673962,673962,26299,10980,*04y44*,TEX,3B,3B,Jung,Josh,Jung,Josh
1053,Davis Wendzel,673995,673995,26469,12075,*0511s*,CIN,3B,3B,Wendzel,Davis,Wendzel,Davis
1054,Cody Bradford,674003,674003,27597,11792,*0514o*,TEX,SP,SP,Bradford,Cody,Bradford,Cody
1055,Tommy Henry,674072,674072,26285,11030,*0512a*,ARI,RP,RP,Henry,Tommy,Henry,Tommy
1056,Eduardo Salazar,674285,674285,23135,11795,*05rlb*,WSH,RP,RP,Salazar,Eduardo,Salazar,Eduardo
1057,Osvaldo Bido,674370,674370,23150,11808,*06ala*,OAK,SP,SP,Bido,Osvaldo,Bido,Osvaldo
1058,Jacob Hurtubise,674441,674441,27599,11917,*05r9h*,CIN,OF,OF,Hurtubise,Jacob,Hurtubise,Jacob
1059,Steven Cruz,674444,674444,23165,11852,*05tjx*,KC,RP,RP,Cruz,Steven,Cruz,Steven
1060,Michael Plassmeyer,674681,674681,23191,11545,*04pqg*,TEX,RP,RP,Plassmeyer,Michael,Plassmeyer,Michael
1061,Sean Guenther,674944,674944,20045,11251,*04ei8*,DET,RP,RP,Guenther,Sean,Guenther,Sean
1062,Xzavion Curry,675540,675540,25595,11537,*0515h*,MIA,RP,RP,Curry,Xzavion,Curry,Xzavion
1063,Michael Grove,675627,675627,23221,11055,*04pmk*,LAD,RP,RP,Grove,Michael,Grove,Michael
1064,Austin Beck,675648,675648,,10139,*04c8r*,LAD,OF,OF,Beck,Austin,Beck,Austin
1065,Michael Mercado,675650,675650,23223,11962,*04eeq*,PHI,RP,RP,Mercado,Michael,Mercado,Michael
1066,Spencer Strider,675911,675911,27498,11300,*05mre*,ATL,SP,SP,Strider,Spencer,Strider,Spencer
1067,James Karinchak,675916,675916,20151,10700,*04ejp*,FA,RP,RP,Karinchak,James,,
1068,Alika Williams,675961,675961,27604,11833,*05gs3*,PIT,2B/SS,2B/SS,Williams,Alika,Williams,Alika
1069,Cody Bolton,675989,675989,23265,10908,*04ehs*,SEA,RP,RP,Bolton,Cody,Bolton,Cody
1070,Griff McGarry,676046,676046,sa3017130,11620,*05uni*,PHI,RP,RP,McGarry,Griff,McGarry,Griff
1071,Packy Naughton,676050,676050,23292,11256,*04ejl*,STL,RP,RP,Naughton,Packy,Naughton,Packy
1072,Codi Heuer,676051,676051,23293,10901,*04prq*,TEX,RP,RP,Heuer,Codi,Heuer,Codi
1073,Jordan Westburg,676059,676059,27815,11610,*05gsc*,BAL,2B/3B,2B/3B,Westburg,Jordan,Westburg,Jordan
1074,Jacob Amaya,676070,676070,23296,10398,*04elh*,CHW,SS,SS,Amaya,Jacob,Amaya,Jacob
1075,Janson Junk,676083,676083,23301,11280,*04etg*,OAK,SP,SP,Junk,Janson,Junk,Janson
1076,Collin Snider,676092,676092,23307,11389,*05y18*,SEA,RP,RP,Snider,Collin,Snider,Collin
1077,Emerson Hancock,676106,676106,27470,10873,*0510l*,SEA,SP,SP,Hancock,Emerson,Hancock,Emerson
1078,Zach DeLoach,676113,676113,27471,10870,*05gs6*,CHW,OF,OF,DeLoach,Zach,DeLoach,Zach
1079,Ryan Noda,676116,676116,23312,10322,*04enw*,LAA,1B,1B,Noda,Ryan,Noda,Ryan
1080,Jose Butto,676130,676130,23313,11400,*05oz7*,NYM,RP,RP,Butto,Jose,Buttó,José
1081,Seth Elledge,676220,676220,19766,10888,,OAK,RP,RP,Elledge,Seth,Elledge,Seth
1082,Ryan Walker,676254,676254,20423,11794,*066n3*,SF,RP,RP,Walker,Ryan,Walker,Ryan
1083,Bobby Miller,676272,676272,27483,11073,*05gwz*,LAD,SP,SP,Miller,Bobby,Miller,Bobby
1084,Joey Cantillo,676282,676282,23335,10401,*04eos*,CLE,SP,SP,Cantillo,Joey,Cantillo,Joey
1085,Jonny DeLuca,676356,676356,26365,11681,*04y94*,TB,OF,OF,DeLuca,Jonny,DeLuca,Jonny
1086,Nelson Velazquez,676369,676369,23359,11323,*04eh9*,KC,OF,OF,Velazquez,Nelson,Velázquez,Nelson
1087,Ernie Clement,676391,676391,20352,10925,*04alp*,TOR,SS/3B,SS/3B,Clement,Ernie,Clement,Ernie
1088,Robert Garcia,676395,676395,23363,11823,*04enz*,TEX,RP,RP,Garcia,Robert,Garcia,Robert
1089,Brant Hurter,676428,676428,30133,12141,*05u6p*,DET,RP,RP,Hurter,Brant,Hurter,Brant
1090,Hunter Feduccia,676439,676439,23372,11779,*04pwl*,LAD,C,C,Feduccia,Hunter,Feduccia,Hunter
1091,Tanner Bibee,676440,676440,30134,11595,*05y23*,CLE,SP,SP,Bibee,Tanner,Bibee,Tanner
1092,Alec Burleson,676475,676475,27615,11421,*05jr0*,STL,OF,OF,Burleson,Alec,Burleson,Alec
1093,Garrett Whitlock,676477,676477,20191,11190,*04eqa*,BOS,RP,RP,Whitlock,Garrett,Whitlock,Garrett
1094,Ben Casparius,676508,676508,30085,12159,,LAD,RP,RP,Casparius,Ben,Casparius,Ben
1095,Nolan Hoffman,676510,676510,sa3007471,11775,,TEX,RP,RP,Hoffman,Nolan,Hoffman,Nolan
1096,Calvin Faucher,676534,676534,20116,11395,*04ekf*,MIA,RP,RP,Faucher,Calvin,Faucher,Calvin
1097,Brewer Hicklen,676551,676551,20450,11477,*04eii*,MIL,OF,OF,Hicklen,Brewer,Hicklen,Brewer
1098,Tyler Zuber,676604,676604,20379,10936,,NYM,RP,RP,Zuber,Tyler,Zuber,Tyler
1099,Jose Caballero,676609,676609,23401,11786,*04eig*,TB,2B/SS/ 3B,2B/SS/ 3B,Caballero,Jose,Caballero,José
1100,Bryan Sammons,676614,676614,20462,12135,,DET,RP,RP,Sammons,Bryan,Sammons,Bryan
1101,Riley O’Brien,676617,676617,20348,11162,*04ej3*,STL,RP,RP,O’Brien,Riley,O’Brien,Riley
1102,Tyreque Reed,676627,676627,sa3004163,10433,*04ejh*,BOS,1B,1B,Reed,Tyreque,,
1103,Bligh Madris,676632,676632,20054,11500,*04ejw*,DET,1B,1B/OF,Madris,Bligh,Madris,Bligh
1104,JP Sears,676664,676664,23429,11401,,OAK,SP,SP,Sears,JP,Sears,JP
1105,Tom Cosgrove,676680,676680,23443,11699,*04elu*,SD,RP,RP,Cosgrove,Tom,Cosgrove,Tom
1106,Will Vest,676684,676684,19769,11186,*04em6*,DET,RP,RP,Vest,Will,Vest,Will
1107,Jake Meyers,676694,676694,20308,10999,*04emt*,HOU,OF,OF,Meyers,Jake,Meyers,Jake
1108,Alan Trejo,676701,676701,20056,11036,*04eoq*,TEX,2B/3B,2B/SS/ 3B,Trejo,Alan,Trejo,Alan
1109,Hunter Stratton,676702,676702,23455,11857,*04eoy*,PIT,RP,RP,Stratton,Hunter,Stratton,Hunter
1110,Kutter Crawford,676710,676710,20531,11283,*04ep8*,BOS,SP,SP,Crawford,Kutter,Crawford,Kutter
1111,Jared Young,676724,676724,20404,11573,*04eoj*,NYM,1B,1B,Young,Jared,Young,Jared
1112,Isaac Mattson,676755,676755,20385,10604,,PIT,RP,RP,Mattson,Isaac,Mattson,Isaac
1113,Ron Marinaccio,676760,676760,23488,11392,*04erc*,CHW,RP,RP,Marinaccio,Ron,Marinaccio,Ron
1114,Keaton Winn,676775,676775,23499,11680,*04esc*,SF,SP,SP,Winn,Keaton,Winn,Keaton
1115,Chas McCormick,676801,676801,19599,10007,*04esz*,HOU,OF,OF,McCormick,Chas,McCormick,Chas
1116,Aaron Ashby,676879,676879,23550,10372,*04ew7*,MIL,SP,SP,Ashby,Aaron,Ashby,Aaron
1117,Davis Schneider,676914,676914,23565,11838,*04o2x*,TOR,2B/OF,2B/OF,Schneider,Davis,Schneider,Davis
1118,Cade Cavalli,676917,676917,27473,10971,*05gef*,WSH,SP,SP,Cavalli,Cade,Cavalli,Cade
1119,Caleb Boushley,676961,676961,19736,11880,*060hu*,TEX,RP,RP,Boushley,Caleb,Boushley,Caleb
1120,Ben Brown,676962,676962,23590,11935,*04o2w*,CHC,SP,SP,Brown,Ben,Brown,Ben
1121,Brett de Geus,676969,676969,23592,11072,*0524m*,TOR,RP,RP,de Geus,Brett,de Geus,Brett
1122,Max Meyer,676974,676974,27474,10832,*05a2d*,MIA,SP,SP,Meyer,Max,Meyer,Max
1123,Garrett Crochet,676979,676979,27463,10900,*05ajh*,BOS,SP,SP,Crochet,Garrett,Crochet,Garrett
1124,Heston Kjerstad,677008,677008,31166,11771,*0596f*,BAL,OF,OF,Kjerstad,Heston,Kjerstad,Heston
1125,Josh Walker,677020,677020,23617,11793,*05u2x*,TOR,RP,RP,Walker,Josh,Walker,Josh
1126,Andrew Nardi,677053,677053,25942,11536,*051c3*,MIA,RP,RP,Nardi,Andrew,Nardi,Andrew
1127,Zack Kelly,677161,677161,20349,11551,*05r1z*,BOS,RP,RP,Kelly,Zack,Kelly,Zack
1128,Kyren Paris,677347,677347,26420,11090,*050s0*,LAA,2B,2B,Paris,Kyren,Paris,Kyren
1129,Wander Franco,677551,677551,23667,10360,*04csx*,TB,SS,SS,Franco,Wander,Franco,Wander
1130,Kristian Robinson,677565,677565,sa3006884,10267,*04g7l*,ARI,OF,OF,Robinson,Kristian,Robinson,Kristian
1131,Aaron Bracho,677570,677570,sa3010018,10117,*04l97*,LAD,2B,2B,Bracho,Aaron,Bracho,Aaron
1132,Brayan Rocchio,677587,677587,23690,10379,*04si3*,CLE,SS,SS/3B,Rocchio,Brayan,Rocchio,Brayan
1133,Jose Tena,677588,677588,23691,11383,*04sxv*,WSH,3B,3B,Tena,Jose,Tena,José
1134,Everson Pereira,677592,677592,23695,10197,*04is5*,NYY,OF,OF,Pereira,Everson,Pereira,Everson
1135,Julio Rodriguez,677594,677594,23697,10260,*04fhb*,SEA,OF,OF,Rodriguez,Julio,Rodríguez,Julio
1136,Ronny Mauricio,677595,677595,23698,10318,*04fyo*,NYM,2B,2B/3B,Mauricio,Ronny,Mauricio,Ronny
1137,Eddy Diaz,677647,677647,sa3004979,10391,*04mtj*,COL,SS,SS,Diaz,Eddy,Diaz,Eddy
1138,Ezequiel Duran,677649,677649,23733,11370,*04nqx*,TEX,3B/OF,1B/SS/ 3B/OF,Duran,Ezequiel,Duran,Ezequiel
1139,Luis Garcia,677651,677651,23735,11003,*04ni3*,HOU,SP,SP,Garcia,Luis,Garcia,Luis
1140,Wilyer Abreu,677800,677800,23772,11709,*060×1*,BOS,OF,OF,Abreu,Wilyer,Abreu,Wilyer
1141,Leo Jimenez,677870,677870,23782,11354,,TOR,2B/SS,2B/SS,Jimenez,Leo,Jiménez,Leo
1142,Jordyn Adams,677941,677941,23788,10252,*04pkp*,BAL,OF,OF,Adams,Jordyn,Adams,Jordyn
1143,Blaze Alexander,677942,677942,23789,10142,*04pvs*,ARI,SS,SS,Alexander,Blaze,Alexander,Blaze
1144,Will Banfield,677943,677943,sa3007973,10830,*04n1p*,MIA,C,C,Banfield,Will,Banfield,Will
1145,Slade Cecconi,677944,677944,27500,11836,*04tk1*,CLE,RP,RP,Cecconi,Slade,Cecconi,Slade
1146,Alek Thomas,677950,677950,23792,10126,*04pmw*,ARI,OF,OF,Thomas,Alek,Thomas,Alek
1147,Bobby Witt Jr.,677951,677951,25764,10932,*04lgp*,KC,SS,SS,Witt Jr.,Bobby,Witt Jr.,Bobby
1148,Jordan Groshans,677954,677954,23794,10250,*04n8x*,KC,3B,3B,Groshans,Jordan,Groshans,Jordan
1149,Jaden Hill,677955,677955,30250,12048,*04w53*,COL,RP,RP,Hill,Jaden,Hill,Jaden
1150,Rece Hinds,677956,677956,27493,11113,*04nb4*,CIN,OF,OF,Hinds,Rece,Hinds,Rece
1151,Kumar Rocker,677958,677958,31843,12183,*04azu*,TEX,SP,SP,Rocker,Kumar,Rocker,Kumar
1152,Ryan Weathers,677960,677960,23796,10325,*04mnw*,MIA,SP,SP,Weathers,Ryan,Weathers,Ryan
1153,Cole Wilcox,677961,677961,sa3014443,11097,*04n0o*,TB,SP,SP,Wilcox,Cole,Wilcox,Cole
1154,Randy Dobnak,677976,677976,23798,10667,*0506h*,MIN,RP,RP,Dobnak,Randy,Dobnak,Randy
1155,Parker Meadows,678009,678009,23800,10307,*04pmn*,DET,OF,OF,Meadows,Parker,Meadows,Parker
1156,Anthony Seigler,678011,678011,sa3006894,10136,*04pkq*,NYY,C,C,Seigler,Anthony,Seigler,Anthony
1157,Seth Halvorsen,678020,678020,33294,12169,*06fqx*,COL,RP,RP,Halvorsen,Seth,Halvorsen,Seth
1158,Mike Vasil,678024,678024,sa3017915,11904,*04ok0*,TB,RP,RP,Vasil,Mike,Vasil,Mike
1159,Ray Kerr,678061,678061,23809,11334,*05r9n*,ATL,RP,RP,Kerr,Ray,Kerr,Ray
1160,Ji Hwan Bae,678225,678225,23818,10013,,PIT,OF,OF,Bae,Ji Hwan,Bae,Ji Hwan
1161,Daysbel Hernandez,678226,678226,20271,11832,*051z5*,ATL,RP,RP,Hernandez,Daysbel,Hernández,Daysbel
1162,Miguel Vargas,678246,678246,20178,10417,*04ru7*,CHW,3B/OF,3B/OF,Vargas,Miguel,Vargas,Miguel
1163,Valente Bellozo,678368,678368,23899,12117,*052c7*,MIA,SP,SP,Bellozo,Valente,Bellozo,Valente
1164,Jorbit Vivas,678391,678391,sa3005511,11398,*05a1t*,NYY,2B,2B,Vivas,Jorbit,Vivas,Jorbit
1165,Brayan Bello,678394,678394,23920,11362,*04t40*,BOS,SP,SP,Bello,Brayan,Bello,Brayan
1166,Jorge Barrosa,678489,678489,23968,11665,*04mrb*,ARI,OF,OF,Barrosa,Jorge,Barrosa,Jorge
1167,Osleivis Basabe,678545,678545,23985,11691,*04ni5*,TB,SS,SS,Basabe,Osleivis,Basabe,Osleivis
1168,Curtis Mead,678554,678554,23986,11606,*05ahe*,TB,2B,2B,Mead,Curtis,Mead,Curtis
1169,Jose A. Ferrer,678606,678606,24017,11662,,WSH,RP,RP,Ferrer,Jose A.,Ferrer,Jose A.
1170,Ezequiel Tovar,678662,678662,24064,11346,*04mra*,COL,SS,SS,Tovar,Ezequiel,Tovar,Ezequiel
1171,Ronny Henriquez,678692,678692,24094,11371,*04tzu*,MIN,RP,RP,Henriquez,Ronny,Henriquez,Ronny
1172,Jhonkensy Noel,678877,678877,24257,11382,*04yrs*,CLE,OF,OF,Noel,Jhonkensy,Noel,Jhonkensy
1173,Ceddanne Rafaela,678882,678882,24262,11628,*05gsi*,BOS,SS/OF,SS/OF,Rafaela,Ceddanne,Rafaela,Ceddanne
1174,Liover Peguero,678894,678894,24273,11096,*04ol2*,PIT,SS,SS,Peguero,Liover,Peguero,Liover
1175,Kai-Wei Teng,678906,678906,24282,11988,*04zay*,SF,SP,SP,Teng,Kai-Wei,Teng,Kai-Wei
1176,Johan Rojas,679032,679032,24336,11643,*04w4e*,PHI,OF,OF,Rojas,Johan,Rojas,Johan
1177,Alec Marsh,679525,679525,27451,11144,*0512c*,KC,SP,SP,Marsh,Alec,Marsh,Alec
1178,Spencer Torkelson,679529,679529,27465,10831,*04yk2*,DET,1B,1B,Torkelson,Spencer,Torkelson,Spencer
1179,Jose Rodriguez,679563,679563,24388,11659,*05gcy*,PHI,2B,2B,Rodriguez,Jose,Rodríguez,José
1180,Justin Foscue,679822,679822,27501,11770,*05gsg*,TEX,DH,2B,Foscue,Justin,Foscue,Justin
1181,Nick Loftin,679845,679845,27630,11612,*05gx0*,KC,2B,2B,Loftin,Nick,Loftin,Nick
1182,Justin Martinez,679885,679885,24453,11666,*05acp*,ARI,RP,RP,Martinez,Justin,Martinez,Justin
1183,Dairon Blanco,680118,680118,19779,11474,*04mkt*,KC,OF,OF,Blanco,Dairon,Blanco,Dairon
1184,Jackson Wolf,680232,680232,29832,11831,*05xpr*,SD,SP,SP,Wolf,Jackson,Wolf,Jackson
1185,Max Schuemann,680474,680474,24488,11427,*04q24*,OAK,SS/3B,SS/3B,Schuemann,Max,Schuemann,Max
1186,Grayson Rodriguez,680570,680570,24492,10207,*04pko*,BAL,SP,SP,Rodriguez,Grayson,Rodriguez,Grayson
1187,Simeon Woods Richardson,680573,680573,24494,10335,,MIN,SP,SP,Woods Richardson,Simeon,Woods Richardson,Simeon
1188,Matt McLain,680574,680574,29695,11613,*04pks*,CIN,2B/SS,2B/SS,McLain,Matt,McLain,Matt
1189,DaShawn Keirsey Jr.,680577,680577,24496,10388,,MIN,OF,OF,Keirsey Jr.,DaShawn,Keirsey Jr.,DaShawn
1190,Julio Rodriguez,680588,680588,sa3007992,10881,,HOU,RP,RP,Rodriguez,Julio,,
1191,Josiah Gray,680686,680686,24580,10259,*04pn3*,WSH,SP,SP,Gray,Josiah,Gray,Josiah
1192,Lyon Richardson,680689,680689,24581,11143,*04pmo*,CIN,RP,RP,Richardson,Lyon,Richardson,Lyon
1193,Jonathan Stiever,680692,680692,,10904,*04pqt*,CHW,SP,SP,Stiever,Jonathan,Stiever,Jonathan
1194,Kyle Bradish,680694,680694,24586,11099,*04pq4*,BAL,SP,SP,Bradish,Kyle,Bradish,Kyle
1195,Richie Palacios,680700,680700,24589,10425,*04ppk*,TB,2B/OF,2B/OF,Palacios,Richie,Palacios,Richie
1196,Joey Gerber,680702,680702,24591,10827,*04pta*,NYY,RP,RP,Gerber,Joey,Gerber,Joey
1197,Nick Sandlin,680704,680704,20517,10930,*04pmm*,TOR,RP,RP,Sandlin,Nick,Sandlin,Nick
1198,Cole Roederer,680711,680711,sa3008184,10386,*04pn0*,CHC,OF,OF,Roederer,Cole,Roederer,Cole
1199,Jonathan Ornelas,680716,680716,24597,10249,*04tjk*,TEX,SS,SS,Ornelas,Jonathan,Ornelas,Jonathan
1200,Addison Barger,680718,680718,24598,11596,*04qii*,TOR,3B/OF,3B/OF,Barger,Addison,Barger,Addison
1201,Drew Rom,680723,680723,24602,11706,*04pqd*,STL,RP,RP,Rom,Drew,Rom,Drew
1202,Adrian Del Castillo,680728,680728,29554,12144,*05jn0*,ARI,C,C,Del Castillo,Adrian,Del Castillo,Adrian
1203,Mitchell Parker,680730,680730,27636,11970,*05jqy*,WSH,SP,SP,Parker,Mitchell,Parker,Mitchell
1204,Sean Burke,680732,680732,29878,11755,*05xod*,CHW,SP,SP,Burke,Sean,Burke,Sean
1205,Justin Wrobleski,680736,680736,31204,12124,*05y9r*,LAD,RP,RP,Wrobleski,Justin,Wrobleski,Justin
